layer_num,helmet_cite__32768::suite,helmet_icl__32768::suite,helmet_rag__32768::suite,helmet_recall__32768::suite,helmet_rerank__32768::suite
-1,0.2990106666666666,0.8033333333333333,0.6383333333333333,0.7131249999999999,0.5499056666666666
0,0.3009833333333333,0.806,0.6466666666666666,0.7014583333333334,0.5451546666666667
1,0.301991,0.8026666666666666,0.6316666666666667,0.71,0.5458566666666668
2,0.2977733333333333,0.8046666666666668,0.6575,0.7089583333333334,0.5458660000000001
3,0.297004,0.8039999999999999,0.6341666666666667,0.7291666666666666,0.5535893333333334
4,0.296864,0.8039999999999999,0.6366666666666667,0.7097916666666667,0.5556566666666667
5,0.297712,0.8006666666666667,0.645,0.7089583333333334,0.5318176666666666
6,0.2995026666666667,0.8053333333333333,0.6375000000000001,0.7056250000000001,0.5479113333333333
7,0.29862,0.806,0.6833333333333332,0.8156250000000002,0.551236
8,0.2870773333333333,0.806,0.6333333333333333,0.7397916666666666,0.5484513333333334
9,0.299815,0.806,0.6491666666666667,0.7414583333333334,0.547831
10,0.3039486666666667,0.8053333333333333,0.655,0.7416666666666667,0.5404256666666666
11,0.3003716666666666,0.8026666666666668,0.6591666666666667,0.719375,0.5439083333333333
12,0.3114936666666666,0.8006666666666667,0.6641666666666667,0.7556249999999999,0.5510436666666666
13,0.3043596666666666,0.8039999999999999,0.6066666666666667,0.7289583333333334,0.5676823333333333
14,0.293251,0.8019999999999999,0.6483333333333333,0.7314583333333333,0.5532196666666667
15,0.2935486666666667,0.8033333333333333,0.6633333333333334,0.7241666666666667,0.5573113333333333
16,0.2945483333333333,0.806,0.6699999999999999,0.7497916666666667,0.5424603333333334
17,0.298163,0.8039999999999999,0.6258333333333334,0.7064583333333333,0.543716
18,0.2993136666666667,0.8093333333333333,0.6325,0.69625,0.5367566666666667
19,0.2948713333333333,0.802,0.6225,0.6908333333333333,0.546516
20,0.2833573333333333,0.8019999999999999,0.6458333333333334,0.8112499999999999,0.5453669999999999
21,0.3001573333333333,0.8053333333333335,0.6349999999999999,0.7183333333333333,0.5423396666666668
22,0.2988713333333333,0.8053333333333335,0.62,0.7252083333333333,0.56306
23,0.2996406666666666,0.8066666666666666,0.6666666666666666,0.7060416666666667,0.5638550000000001
24,0.2921076666666666,0.8033333333333333,0.6658333333333334,0.7716666666666666,0.5281816666666667
25,0.2952473333333333,0.8019999999999999,0.6425000000000001,0.698125,0.5411736666666666
26,0.297105,0.8013333333333333,0.6783333333333333,0.8114583333333334,0.5334596666666667
27,0.2948236666666666,0.798,0.6508333333333334,0.7558333333333334,0.5374193333333332
28,0.3029576666666667,0.8000000000000002,0.6341666666666667,0.7385416666666668,0.5413593333333334
29,0.2948693333333333,0.8026666666666668,0.6383333333333333,0.8702083333333333,0.5433003333333334
30,0.3045013333333333,0.798,0.6441666666666667,0.6883333333333334,0.5360506666666667
31,0.2899946666666667,0.8046666666666668,0.63,0.7489583333333334,0.5051533333333333
32,0.289524,0.8046666666666665,0.6383333333333333,0.7720833333333333,0.54406
